Transcript/RepeatID (cmd=analyzeRepeats.pl rna mm10 -count exons -condenseGenes -raw -d BM_HSC_rep_1/BM_HSC_rep_1.mm10.rsem/BM_HSC_rep_1_STAR_RSEM_mm10_tagdir/ BM_HSC_rep_2/BM_HSC_rep_2.mm10.rsem/BM_HSC_rep_2_STAR_RSEM_mm10_tagdir/ FL_HSC_E14.5_rep_1/FL_HSC_E14.5_rep_1.mm10.rsem/FL_HSC_E14.5_rep_1_STAR_RSEM_mm10_tagdir/ FL_HSC_E14.5_rep_2/FL_HSC_E14.5_rep_2.mm10.rsem/FL_HSC_E14.5_rep_2_STAR_RSEM_mm10_tagdir/)	chr	start	end	strand	Length	Copies	Annotation/Divergence	BM_HSC_rep_1/BM_HSC_rep_1.mm10.rsem/BM_HSC_rep_1_STAR_RSEM_mm10_tagdir/ (7419491.0 total)	BM_HSC_rep_2/BM_HSC_rep_2.mm10.rsem/BM_HSC_rep_2_STAR_RSEM_mm10_tagdir/ (7649856.0 total)	FL_HSC_E14.5_rep_1/FL_HSC_E14.5_rep_1.mm10.rsem/FL_HSC_E14.5_rep_1_STAR_RSEM_mm10_tagdir/ (8316299.0 total)	FL_HSC_E14.5_rep_2/FL_HSC_E14.5_rep_2.mm10.rsem/FL_HSC_E14.5_rep_2_STAR_RSEM_mm10_tagdir/ (8521956.0 total)
NM_177648	chr2	30284229	30286354	-	2123.0	1	Dolk|BC026973|Tmem15|mKIAA1094|-|2|2 B|protein-coding	59.000	51.000	58.000	88.000
NM_009075	chr6	70765720	70792175	-	1761.0	1	Rpia|RPI|-|6 C1|6 32.06 cM|protein-coding	51.000	36.500	52.000	45.500
NM_001146308	chr11	5788483	5800980	+	2354.0	1	Dbnl|Abp1|SH3P7|mAbp1|-|11 A1|11 3.87 cM|protein-coding	713.000	490.000	877.000	1218.000
NM_001001884	chr15	99422034	99457748	-	4839.0	1	Nckap5l|C230021P08Rik|Cep169|-|15|15 F1|protein-coding	65.000	44.000	96.500	114.000
NM_146155	chr4	133011506	133078110	+	6593.0	1	Ahdc1|D030015G18Rik|-|4|4 D2.3|protein-coding	402.000	371.000	254.000	309.000
NR_105777	chr18	88972030	88972110	+	80.0	1	Mir6359|Gm27328|mmu-mir-6359|-|18|18 E4|ncRNA	2.000	4.000	2.500	1.500
NM_138659	chr11	75486777	75509447	+	7437.0	1	Prpf8|AU019467|D11Bwg0410e|DBF3/PRP8|Prp8|Sfprp8l|-|11 B5|11 45.92 cM|protein-coding	4193.500	4590.500	5344.000	5907.500
NM_146498	chr7	108286180	108287124	-	943.0	1	Olfr490|MOR204-17|-|7|7 E3|protein-coding	0.000	0.000	0.000	0.000
NM_011352	chr9	57940135	57962865	+	3259.0	1	Sema7a|2900057C09Rik|CDw108|H-Sema-L|M-Sema-L|Semal|-|9|9 B|protein-coding	302.500	472.000	39.000	19.000
NM_177607	chr4	62525369	62547993	+	1766.0	1	4933430I17Rik|bN189G18.7|-|4|4 B3|protein-coding	2.000	0.000	0.000	4.000
NM_172437	chr15	94522640	94543507	-	2837.0	1	Pus7l|3000003F02Rik|-|15|15 E3|protein-coding	74.000	60.500	84.500	132.000
NR_131107	chr14	24004991	24005837	+	461.0	1	4930519K11Rik|-|-|14|14 A3|ncRNA	0.000	0.000	0.000	0.000
NM_153557	chr2	25459488	25461094	-	966.0	1	BC029214|D930050G13Rik|Paxx|-|2|2 A3|protein-coding	56.000	31.500	37.500	19.500
NM_027763	chr17	48359916	48367176	+	1242.0	1	Treml1|5430401J17Rik|TLT-1|-|17|17 C|protein-coding	14.000	35.000	9.000	18.000
NM_001011794	chrX	49885469	49886401	-	931.0	1	Olfr1322|MOR264-16P|-|X|X A5|protein-coding	0.000	0.000	0.000	0.000
NM_175022	chr7	45027707	45052881	-	6864.0	1	Prr12|6720469B10|BC058674|-|7|7 B3|protein-coding	803.000	711.000	813.000	873.500
NM_001289661	chr6	149309414	149335663	+	6141.0	1	2810474O19Rik|6720435I21Rik|AA536804|AU020969|GET|Kiaa1551|-|6|6 G3|protein-coding	1019.000	1081.500	450.500	496.000
NM_010375	chr14	56156581	56159579	-	903.0	1	Gzmg|Ctla-7|Ctla7|-|14 C3|14 28.19 cM|protein-coding	0.000	0.000	0.000	0.000
NM_001267622	chr5	110879803	111289779	+	10662.0	1	Ttc28|2310015L07Rik|6030435N04|AI428795|AI851761|BC002262|TPRBK|-|5|5 F|protein-coding	422.000	473.000	713.000	533.000
NM_001142957	chr17	33289544	33304689	+	3230.0	1	Zfp955b|A430003O12Rik|C430039G02Rik|C530035A18Rik|Gm4455|Zfp883b|-|17 B1|17|protein-coding	196.000	92.000	50.000	72.000
NR_028307	chr8	11692982	11694514	-	1532.0	1	Gm6524|EG624710|-|8|8 A1.1|pseudo	0.000	0.000	0.000	0.000
NM_001145759	chr7	125368861	125371013	+	2150.0	1	4930571K23Rik|AI428146|-|7|7 F3|protein-coding	0.000	0.000	0.000	0.000
NM_001163318	chr11	116657108	116668389	+	794.0	1	Prcd|Gm11744|OTTMUSG00000003947|-|11 E2|11|protein-coding	0.000	0.000	0.000	1.000
NM_001166756	chr7	21843344	21844267	-	922.0	2	Gm8720|EG667599|Vmn1r164|-|7|7 A3|protein-coding	0.000	0.000	0.000	0.000
NR_029851	chrX	7241983	7242046	-	63.0	1	Mir362|Mirn362|mir-362|mmu-mir-362|-|X|X A1.1|ncRNA	0.000	0.000	0.000	0.000
NM_001305461	chr3	108148321	108154932	-	3152.0	1	Gpr61|-|-|3|3 F2.3|protein-coding	53.000	2.000	4.000	3.000
NM_030739	chr7	5408890	5413145	-	2676.0	1	Vmn1r58|V1rd4|V3R4|-|7|7 A1|protein-coding	0.000	0.000	0.000	0.000
NR_002928	chr8	109339800	109340908	-	1108.0	1	Gm1943|-|-|8|8 D3|pseudo	0.000	0.000	0.000	0.000
NM_001170488	chr6	85915719	85930284	+	2232.0	1	Tprkb|0610033G21Rik|1810034M08Rik|Cgi-121|DRWMS1|mDRWMS1|-|6|6 C3|protein-coding	147.500	106.000	139.000	274.500
NM_001134457	chr16	55839953	55895279	-	6422.0	1	Nxpe3|Fam55c|Gm1752|Gm611|-|16|16 C1.1|protein-coding	232.000	230.000	223.000	219.000
NM_007393	chr5	142903115	142906754	-	1912.0	1	Actb|Actx|E430023M04Rik|beta-actin|-|5 G2|5 81.8 cM|protein-coding	8937.500	7563.000	13933.000	14515.500
NM_024286	chr10	45289305	45318450	+	1845.0	1	Popdc3|AA682104|Pop3|-|10 B2|10 23.35 cM|protein-coding	0.000	0.000	0.000	0.000
NM_009236	chr2	181669837	181671640	-	1615.0	1	Sox18|AI385749|Ra|Ragl|-|2 H4|2 103.71 cM|protein-coding	82.000	156.000	192.000	277.000
NM_001331179	chr4	101890020	101893789	-	908.0	1	C130073F10Rik|-|-|4|4 C6|protein-coding	0.000	0.000	0.000	0.000
NR_033776	chr6	10971468	10974378	-	1032.0	1	AA545190|-|-|6|6 A1|ncRNA	0.000	0.000	0.000	0.000
NM_008511	chr6	145121739	145174928	+	2292.0	1	Lrmp|D6Int3|D6Int4|D6Int5|D6Int7|D6Int8|Jaw1|-|6 G3|6 77.34 cM|protein-coding	349.000	271.000	436.000	564.000
NM_009793	chr18	32939041	33195767	+	12318.0	1	Camk4|A430110E23Rik|AI666733|CaMKIV|CaMKIV/Gr|D18Bwg0362e|-|18 B1|18 18.15 cM|protein-coding	89.000	67.000	28.000	29.000
NM_026613	chr2	110017817	110045325	+	2071.0	1	Ccdc34|2810027O19Rik|4930522P10Rik|AI596202|-|2|2 E3|protein-coding	87.000	98.000	307.500	371.000
NM_026752	chr12	111814170	111828388	+	1301.0	1	Zfyve21|1110013H04Rik|AW558780|C85416|-|12|12 F1|protein-coding	52.000	96.000	61.500	45.500
NR_131069	chr8	110047432	110057176	+	899.0	1	8030455M16Rik|-|-|8|8 D3|ncRNA	0.000	0.000	0.000	0.000
NM_172676	chr2	181595218	181599147	-	2092.0	1	Samd10|D930033N23Rik|E130318E08|-|2|2 H4|protein-coding	119.000	198.500	78.000	133.500
NM_009200	chr10	78780496	78814825	+	2077.0	1	Slc1a6|EAAT4|-|10 C1|10 39.72 cM|protein-coding	14.000	0.000	0.000	0.000
NM_016661	chr2	155059312	155074497	-	2529.0	1	Ahcy|AA987153|AL024110|CuBP|SAHH|-|2 H1|2 76.94 cM|protein-coding	398.000	260.000	800.000	1085.000
NM_001242388	chr7	42609526	42642604	-	5005.0	1	Zfp976|9830147E19Rik|C330019L16Rik|-|7|7 B3|protein-coding	87.000	96.000	95.000	89.000
NM_008639	chr8	45069210	45088506	+	1499.0	1	Mtnr1a|MR|MelR|-|8 B1.1|8 24.95 cM|protein-coding	0.000	0.000	0.000	0.000
NM_177784	chr2	69822370	69836651	+	4611.0	1	Klhl23|C130068N17Rik|-|2|2 C2|protein-coding	157.000	120.500	201.000	315.500
NM_139225	chr8	21858901	21862010	+	293.0	1	Defb10|BD-10|Defb7|-|8|8 A2|protein-coding	0.000	0.000	0.000	0.000
NM_016926	chr5	113742444	113772400	-	4318.0	1	Sart3|AU045857|mKIAA0156|-|5|5 F|protein-coding	474.500	369.000	610.500	480.000
NR_029766	chr15	103285125	103285221	+	96.0	1	Mir148b|Mirn148b|mir-148b|-|15 F3|15|ncRNA	0.000	0.000	0.000	0.000
NM_194057	chr7	30860568	30861470	-	901.0	1	Ffar1|Gpr40|-|7|7 B1|protein-coding	0.000	0.000	0.000	0.000
NR_108021	chr17	55954771	55959401	-	1977.0	1	Gm16712|-|-|17 D|17 29.08 cM|ncRNA	144.000	149.000	208.500	175.500
NM_153800	chr14	33216823	33369936	+	2585.0	1	Arhgap22|B230341L19Rik|RHOGAP2|p68RacGAP|-|14|14 B|protein-coding	1.000	0.000	1.500	0.000
NM_001031772	chr10	45376619	45470201	-	5396.0	1	Lin28b|2810403D23Rik|D030047M17Rik|Lin-28.2|-|10|10 B2|protein-coding	72.000	22.000	340.500	408.500
NM_030229	chr15	81915030	81926213	-	2506.0	1	Polr3h|5031409G22Rik|RPC8|-|15|15 E1|protein-coding	24.500	155.500	96.000	95.000
NR_033647	chrX	144552758	144556239	-	3481.0	1	Mageb16-ps1|EG623523|Gm15072|Mageb16|OTTMUSG00000018935|-|X|X F2|pseudo	0.000	0.000	0.000	0.000
NM_013550	chr13	23761885	23762386	-	499.0	1	Hist1h3a|-|-|13|13 A3.1|protein-coding	72.000	70.000	188.000	153.000
NM_021381	chr6	87578592	87590743	-	4093.0	1	Prokr1|EG-VEGFR1|Gpr73|Pkr1|-|6|6 D1|protein-coding	0.000	6.000	2.000	23.000
NR_038059	chr14	3262402	3305831	+	1698.0	3	1700110I01Rik|100040740|1700016F01Rik|Gm2938|-|14|14 A1|ncRNA	1.000	0.000	1.000	6.000
NM_010670	chr10	77720586	77721256	+	668.0	1	Krtap12-1|D10Jhu14e|-|10 C1|10 39.72 cM|protein-coding	0.000	0.000	0.000	0.000
NM_026886	chr5	116439273	116591817	-	7460.0	1	Srrm4|1500001A10Rik|B230202K19Rik|bv|mKIAA1853|nSR100|-|5|5 F|protein-coding	0.000	0.000	0.000	0.000
NM_010112	chr14	54916543	54926788	-	3563.0	1	Efs|-|-|14|14 C2|protein-coding	8.000	11.000	0.000	7.000
NM_177292	chr5	113550420	113589725	+	3801.0	1	Wscd2|4933413A10Rik|C530024P05Rik|Gm450|-|5|5 F|protein-coding	0.000	0.000	0.000	0.000
NM_001127356	chr5	31187558	31193139	-	2087.0	1	Eif2b4|Eif2b|-|5|5 B1|protein-coding	10.000	48.000	95.000	59.000
NM_207158	chr1	174099460	174100408	+	947.0	1	Olfr427|MOR105-7|MOR105-9|-|1|1 H3|protein-coding	0.000	0.000	0.000	0.000
NM_028826	chr5	129683391	129708511	-	1676.0	1	Sept14|1700016K13Rik|-|5|5 G1.3|protein-coding	0.000	0.000	0.000	0.000
NM_001033786	chrX	75146057	75163751	-	696.0	1	Smim9|4930428E23Rik|-|X|X A7.3|protein-coding	0.000	0.000	0.000	0.000
NM_138750	chr2	127526953	127541417	-	4240.0	1	Prom2|AI507243|Prom-rp|-|2|2 F1|protein-coding	26.500	39.000	2.000	2.000
NM_146006	chr10	76531605	76557139	+	6305.0	1	Lss|2810025N20Rik|D10Ertd116e|Osc|-|10 C1|10 39.1 cM|protein-coding	338.500	363.000	156.000	180.000
NR_102286	chr7	121587386	121589836	-	594.0	1	4933432K03Rik|1700001C18Rik|4930433G11Rik|AI428127|-|7|7 F2|ncRNA	0.000	0.000	0.000	0.000
NR_003625	chr6	145387625	145392223	+	4598.0	1	1700073E17Rik|-|-|6|6 G3|pseudo	0.000	0.000	0.000	0.000
NM_001301067	chr4	122859048	122886076	-	2769.0	1	Cap1|-|-|4|4 D2.2|protein-coding	629.000	728.000	858.000	977.000
NM_173371	chr4	149979474	150009023	-	4739.0	1	H6pd|AI785303|G6pd1|Gpd-1|Gpd1|-|4 E2|4 80.65 cM|protein-coding	959.000	848.000	554.000	616.000
NM_010385	chr17	33938909	33940343	-	713.0	1	Pfdn6|H-2Ke2|H2-Ke2|Ke-2|-|17 B1|17 17.98 cM|protein-coding	58.000	34.000	152.500	128.000
NM_172773	chr9	78536487	78588045	-	3228.0	1	Slc17a5|4631416G20Rik|4732491M05|AST|ISSD|NSD|SD|SIALIN|SIASD|SLD|-|9|9 E1|protein-coding	59.000	105.000	122.000	78.000
NM_024197	chr1	92439719	92473758	-	1197.0	1	Ndufa10|2900053E13Rik|-|1|1 D|protein-coding	270.000	358.000	345.000	370.500
NM_009237	chrX	60891366	60893430	-	2063.0	1	Sox3|Sox-3|-|X A6|X 33.66 cM|protein-coding	0.000	0.000	0.000	0.000
NR_047528	chr15	102944062	102947946	-	2220.0	1	Hotair|Gm16258|OTTMUSG00000032781|-|15 F3|15 58.01 cM|ncRNA	0.000	0.000	0.000	0.000
NR_028122	chr2	163472545	163473003	+	458.0	1	2310001K24Rik|-|-|2|2 H3|ncRNA	0.000	0.000	0.000	0.000
NM_031256	chr2	76675315	76697335	+	2997.0	1	Plekha3|FAPP1|-|2|2 C3|protein-coding	172.000	71.000	195.000	114.500
NM_028766	chr6	91473751	91488458	+	2836.0	1	Tmem43|1200015A22Rik|LUMA|-|6|6 D1|protein-coding	200.000	211.500	269.000	170.000
NM_001012400	chr4	119225138	119232724	-	1860.0	1	AU022252|AI450326|-|4|4 D2.1|protein-coding	6.000	71.000	84.000	108.000
NM_001142441	chr14	57798218	57802330	+	773.0	1	Sap18b|ENSMUSG00000061104|Gm10094|-|8|8 D1|protein-coding	93.500	88.000	239.000	248.000
NM_009227	chr1	133603871	133610280	-	485.0	1	Snrpe|AL022645|C76690|SME|-|1|1 E4|protein-coding	112.000	68.000	170.500	141.500
NR_015486	chr5	143758354	143764942	+	1703.0	1	D130017N08Rik|1700012G11Rik|-|5|5 G2|ncRNA	30.000	62.000	93.000	71.500
NM_001185173	chr7	10900740	10905050	-	1748.0	1	Zscan4b|EG665780|-|7|7 A1|protein-coding	0.000	0.000	0.000	0.000
NM_181407	chr7	89632818	89854359	+	4354.0	1	Me3|1700020C08Rik|B230207H15Rik|-|7|7 D3|protein-coding	0.000	0.000	0.000	0.000
NM_145963	chr7	45816467	45824747	-	2634.0	1	Kcnj14|A930026G01Rik|IRK4|Kir2.4|-|7|7 B3|protein-coding	0.000	0.000	0.000	21.000
NM_001347627	chr14	64811600	64949857	-	3390.0	1	Hmbox1|AI451877|AI604847|F830020C16Rik|-|14|14 D1|protein-coding	606.500	494.000	621.000	646.500
NR_038077	chr14	66295329	66297129	-	766.0	1	1700001G11Rik|-|-|14|14 D1|ncRNA	1.000	3.000	1.500	2.000
NM_010813	chr11	74830924	74845725	+	4578.0	1	Mnt|Rox|bHLHd3|-|11 B5|11 45.76 cM|protein-coding	407.500	641.000	352.000	520.500
NM_145979	chr6	125096163	125130501	+	6384.0	1	Chd4|9530019N15Rik|AA617397|BC005710|D6Ertd380e|Mi-2beta|mKIAA4075|-|6 F2|6 59.28 cM|protein-coding	3717.000	3821.500	4186.000	4896.500
NM_001161765	chr3	97628838	97655287	+	5275.0	1	Fmo5|5033418D19Rik|AI195026|-|3|3 F2.2|protein-coding	238.500	234.000	156.000	101.500
NR_106099	chr8	70798135	70798192	+	57.0	1	Mir7240|Gm27487|mmu-mir-7240|-|8|8 B3.3|ncRNA	0.000	0.000	0.000	0.000
NM_019576	chr8	22227303	22261332	+	4423.0	1	Thsd1|4833423O18Rik|Tmtsp|-|8|8 A2|protein-coding	286.000	319.000	852.000	901.000
NM_207105	chr17	34263227	34269418	+	1185.0	1	H2-Ab1|AI845868|Abeta|H-2Ab|H2-Ab|I-Abeta|IAb|Ia-2|Ia2|Rmcs1|-|17 B1|17 17.98 cM|protein-coding	153.000	143.500	8.000	4.000
NM_001164525	chr1	171419033	171420352	+	545.0	1	Tstd1|AV065366|EG226654|Gm4848|KAT|-|1|1 H3|protein-coding	5.000	7.500	1.000	6.000
NM_011156	chr10	45067214	45158995	+	2702.0	1	Prep|AI047692|AI450383|D10Wsu136e|PEP|Pop|-|10 B2|10 23.27 cM|protein-coding	264.500	452.500	413.000	527.000
NM_001081267	chr7	97579896	97692782	+	11111.0	1	Rsf1|4832420A03Rik|C030033M12Rik|Gm164|Hbxap|XAP8|p325|-|7|7 E1|protein-coding	1101.000	1260.500	1053.000	1224.500
NM_199013	chr7	24431926	24445682	-	1826.0	1	Irgc1|F630044M05Rik|Gm1102|Gm474|Ifgge|Iigp5|Irgc|-|7|7 A3|protein-coding	0.000	0.000	0.000	0.000
NR_045391	chr18	29396716	29496416	-	2132.0	1	4930578E11Rik|-|-|18|18 A2|ncRNA	0.000	0.000	0.000	0.000
NR_029814	chr3	17795662	17795770	+	108.0	1	Mir124a-2|Mirn124a-2|mir-124-2|mir-124a-2|-|3 A1|3|ncRNA	0.000	0.000	0.000	0.000
NM_009420	chr17	40764734	40794146	-	1457.0	1	Crisp2|CRISP-2|GAPDL5|Tpx-1|Tpx1|-|17 B2|17 19.54 cM|protein-coding	2.000	0.000	3.000	3.000
NM_001163640	chr6	54039932	54301812	+	3135.0	1	Chn2|1700026N20Rik|4930557O16Rik|ARHGAP3|Bch|-|6|6 B3|protein-coding	29.000	143.500	16.000	5.000
NR_102366	chr19	11047612	11050566	-	772.0	1	AW112010|-|-|19|19 A|ncRNA	94.000	106.000	9.000	7.000
NM_028031	chr7	48789003	48827437	+	2388.0	1	Zdhhc13|2410004E01Rik|C530010M18|HIP3RP|Hip14l|kojak|skc4|-|7|7 B4|protein-coding	120.000	114.000	133.000	186.000
NM_145449	chr12	103450898	103457223	-	1084.0	1	Ifi27l2b|1810023F06Rik|ISG12(b2)|-|12|12 E|protein-coding	0.000	0.000	0.000	0.000
NM_133774	chr18	33199138	33213862	-	5306.0	1	Stard4|4632419C16Rik|9030213J02Rik|-|18 B1|18 18.18 cM|protein-coding	810.000	966.000	767.000	914.000
NR_105809	chr12	15800994	15801101	-	107.0	1	Mir6387|Gm27281|mmu-mir-6387|-|12|12 A1.1|ncRNA	0.000	0.000	0.000	0.000
NR_037262	chr17	51277988	51613053	+	57.0	1	Mir669p-2|mmu-mir-669p-2|-|2 A1|2 8.22 cM|ncRNA	0.000	0.000	0.000	0.000
NM_030695	chr3	86224690	86782694	+	9824.0	1	Lrba|C80285|D3Ertd775e|Lab300|Lba|-|3|3 F1|protein-coding	952.500	1052.000	722.000	764.500
NM_001290631	chr7	30729779	30743681	-	1445.0	1	Gapdhs|Gapd-s|Gapds|-|7|7 B1|protein-coding	33.500	3.000	5.500	5.500
NM_172607	chr15	75890964	75894481	-	1875.0	1	Naprt|9130210N20Rik|Naprt1|-|15|15 D3|protein-coding	32.000	57.000	66.000	79.000
NM_010859	chr9	110763681	110769794	+	889.0	1	Myl3|MLC1s|MLC1v|Mylc|VLC1|-|9 F2|9 60.69 cM|protein-coding	0.000	0.000	0.000	0.000
NM_001159485	chr8	12949418	13020509	+	5151.0	1	Mcf2l|C130040G20Rik|Dbs|Ost|mKIAA0362|-|8|8 A1.1|protein-coding	25.000	34.000	44.000	68.500
NM_199319	chrX	8803691	8809386	+	593.0	1	Ssxb5|-|-|X A1.1|X|protein-coding	0.000	0.000	0.000	0.000
NM_134184	chr6	57322724	57323635	-	910.0	1	Vmn1r16|V1rc29|-|6|6 B3|protein-coding	0.000	0.000	0.000	0.000
NM_177636	chr17	36670008	36672197	-	1029.0	1	H2-M1|H-2M1|H2-Qa-Mb1|Mb1|-|17 B1|17 19.16 cM|protein-coding	0.000	0.000	0.000	0.000
NM_178758	chr7	119526265	119543360	+	2475.0	1	Acsm5|C730019D22|C730027J19Rik|-|7|7 F2|protein-coding	0.000	0.000	0.000	0.000
NM_025780	chr10	115368398	115384435	-	4971.0	1	Thap2|2900040O07Rik|9030625G08Rik|AI450385|AI649097|-|10|10 D2|protein-coding	232.000	291.000	202.000	227.500
NR_002900	chrX	37082912	37083033	-	121.0	1	Snora69|MBI-134|Rnu69|-|X|X A3.3|snoRNA	0.000	0.000	0.000	0.000
NM_001039537	chr11	4266796	4272514	+	4092.0	1	Lif|-|-|11 A1|11 2.94 cM|protein-coding	1.000	0.000	0.000	0.000
NM_011650	chr1	118298514	118311346	-	3249.0	1	Tsn|2610034C24Rik|AU040286|C3PO|TB-RBP|-|1|1 E2.3|protein-coding	372.500	356.000	558.500	755.000
NM_010751	chr6	86647045	86669159	-	4653.0	1	Mxd1|AW122478|Mad|Mad1|-|6 D1|6 37.75 cM|protein-coding	263.500	298.500	256.000	231.000
NM_010117	chr11	32209585	32222293	-	2919.0	1	Rhbdf1|C16ORF8|Dist|Dist1|Egfr-rs|mKIAA4242|-|11 A4|11 18.83 cM|protein-coding	69.500	28.500	15.500	7.000
NM_001048208	chrX	12675371	12761973	-	6828.0	1	Med14|9930001L01Rik|AU041628|Crsp2|ENSMUSG00000073278|Gm641|ORF1|Trap170|-|X|X A1.1|protein-coding	908.000	800.000	904.500	1211.000
NM_198163	chr5	115631987	115647158	+	2155.0	1	Rab35|9530019H02Rik|AU040256|H-ray|RAB1C|RAY|-|5|5 F|protein-coding	123.000	123.500	150.000	230.000
NM_001081095	chr4	39450293	39451778	+	1258.0	1	1700009N14Rik|AI429145|-|4|4 A5|protein-coding	0.000	0.000	0.000	0.000
NM_138746	chr13	34739642	34747622	+	1311.0	1	Fam50b|D0H6S2654E|X5L|XAP-5-like|-|13|13 A3.3|protein-coding	0.000	0.000	0.000	0.000
NM_026414	chr6	86628174	86629704	+	1528.0	1	Asprv1|2300003P22Rik|AA986851|SASP|SASPase|Taps|-|6|6 D1|protein-coding	0.000	8.000	1.000	11.500
NM_010292	chr11	5900823	5950081	-	2715.0	1	Gck|GLK|Gk|Gls006|HK4|HKIV|HXKP|Hlb62|MODY2|-|11 A1|11 3.88 cM|protein-coding	1.000	0.000	33.000	40.000
NM_145489	chr17	47436639	47470638	+	5025.0	1	AI661453|-|-|17|17 C|protein-coding	161.000	193.500	87.000	112.000
NM_207537	chr7	48642863	48643801	-	937.0	1	Mrgprb3|MrgB3|-|7|7 B4|protein-coding	0.000	0.000	0.000	0.000
NM_028598	chr9	58652856	58741559	-	875.0	1	Rec114|2410076I21Rik|4930527A11Rik|-|9 B|9|protein-coding	38.000	21.500	17.000	28.500
NM_001007460	chr16	43969146	43979050	-	1273.0	1	Zdhhc23|Gm1751|Gm779|nidd|-|16|16 B4|protein-coding	4.000	0.000	14.000	19.500
NM_001167936	chr4	108181934	108217922	-	2280.0	1	Zyg11a|BC022150|-|4|4 C7|protein-coding	0.000	0.000	0.000	0.000
NM_001191004	chr8	78804868	78821152	-	3794.0	1	Lsm6|1500031N17Rik|2410088K19Rik|AI747288|-|8|8 C1|protein-coding	156.500	143.000	347.000	241.500
NR_029446	chr14	20702012	20703099	-	1087.0	1	6230400D17Rik|-|-|14|14 A3|ncRNA	10.500	2.000	22.000	11.000
NM_009752	chr9	114401078	114474379	+	2378.0	1	Glb1|AW125515|Bge|Bgl|Bgl-e|Bgl-s|Bgl-t|Bgs|Bgt|C130097A14Rik|-|9 F3|9 64.4 cM|protein-coding	156.000	242.000	362.000	382.000
NM_028130	chr5	138441476	138460694	+	5297.0	1	Zfp157|2610020C11Rik|A630094N24Rik|AI327407|mszf12|mszf23-1|-|5|5 G2|protein-coding	133.000	181.000	92.500	205.000
NM_001101585	chrX	77674814	77675452	-	637.0	1	Cldn34-ps|EG628893|Gm6927|-|X|X B|protein-coding	0.000	0.000	0.000	0.000
NR_045360	chr18	57632079	57638585	-	455.0	1	2210409D07Rik|-|-|18|18 D3|ncRNA	0.000	0.000	0.000	0.000
NR_037994	chr1	177641542	177642943	-	695.0	1	2310043L19Rik|-|-|1|1 H4|ncRNA	0.000	0.000	0.000	0.000
NM_133972	chr8	70220193	70234422	-	2188.0	1	Armc6|2410153K17Rik|AW554412|-|8|8 B3.3|protein-coding	13.500	11.500	29.000	18.000
NM_001190332	chrX	50892645	50942710	-	4634.0	1	Frmd7|EG665849|Gm1533|-|X|X A5|protein-coding	24.000	25.500	32.000	29.000
NM_172490	chr5	52643407	52669701	-	1912.0	1	Sepsecs|AA986712|D5Ertd135e|SLA|SecS|-|5 C1|5 28.44 cM|protein-coding	61.500	89.000	81.500	103.000
NM_178200	chr13	21722044	21722526	+	480.0	1	Hist1h2bm|H2b-291b|-|13|13 A3.1|protein-coding	311.000	230.000	967.000	830.000
NM_144522	chr7	127197459	127208468	-	3603.0	1	Tbc1d10b|1110003P22Rik|C87963|-|7|7 F3|protein-coding	271.500	152.500	315.000	284.500
NM_029784	chr9	70089310	70141557	-	2872.0	1	Fam81a|6430514L14Rik|-|9|9 D|protein-coding	0.000	0.000	0.000	0.000
NR_030579	chr3	89227116	89227198	-	82.0	1	Mir92b|Mirn92b|mir-92b|mmu-mir-92b|-|3 F1|3|ncRNA	0.000	0.000	0.000	0.000
NM_013830	chr13	34875494	34902878	+	4449.0	1	Prpf4b|2610037H07|Prp4|Prp4k|Prpk|cbp143|-|13|13 A3.3|protein-coding	1162.500	1182.000	1582.000	1631.500
NR_040373	chr3	153850374	153852424	-	493.0	1	Asb17os|2510003D18Rik|-|3|3 H3|ncRNA	0.000	0.000	0.000	0.000
NR_073374	chr17	8293366	8311118	-	970.0	1	4930506C21Rik|-|-|17|17 A1|ncRNA	19.500	29.000	25.500	17.500
NM_173027	chr17	27143971	27167764	-	2297.0	1	Ip6k3|D830007E07Rik|Ihpk3|-|17|17 A3.3|protein-coding	0.000	0.000	0.000	0.000
NR_028391	chr4	103004106	103011965	-	3651.0	1	BB031773|-|-|4|4 C6|ncRNA	0.000	0.000	0.000	0.000
NM_001286685	chr3	106721682	106736576	+	3622.0	1	Lrif1|2010012G17Rik|4933421E11Rik|AI450568|-|3|3 F2.3|protein-coding	156.000	135.000	125.500	128.500
NM_011312	chr3	90608522	90611780	+	427.0	1	S100a5|S100D9|-|3 F1|3 39.27 cM|protein-coding	0.000	17.000	11.000	0.000
NR_036654	chr3	84174638	84175193	+	555.0	1	Gm6525|EG624713|-|3|3 F1|pseudo	0.000	0.000	0.000	0.000
NM_147080	chr7	103560479	103561420	+	940.0	1	Olfr615|MOR19-2|-|7|7 E3|protein-coding	0.000	0.000	0.000	0.000
NM_019508	chr18	61687935	61692537	+	687.0	1	Il17b|1110006O16Rik|1700006N07Rik|Zcyto7|-|18|18 E1|protein-coding	0.000	0.000	0.000	0.000
NM_022416	chr5	37446825	37717153	-	3426.0	1	Stk32b|2510009F08Rik|STKG6|Stk32|YANK2|-|5|5 B3|protein-coding	0.000	0.000	0.000	0.000
NM_023740	chr19	41933445	41944103	+	1852.0	1	Zdhhc16|1500015N03Rik|Aph2|-|19|19 C3|protein-coding	92.500	114.500	145.000	156.000
