Transcript/RepeatID (cmd=analyzeRepeats.pl rna mm10 -condenseGenes -count exons -rpkm -d BM_HSC_rep_1/BM_HSC_rep_1.mm10.rsem/BM_HSC_rep_1_STAR_RSEM_mm10_tagdir/ BM_HSC_rep_2/BM_HSC_rep_2.mm10.rsem/BM_HSC_rep_2_STAR_RSEM_mm10_tagdir/ FL_HSC_E14.5_rep_1/FL_HSC_E14.5_rep_1.mm10.rsem/FL_HSC_E14.5_rep_1_STAR_RSEM_mm10_tagdir/ FL_HSC_E14.5_rep_2/FL_HSC_E14.5_rep_2.mm10.rsem/FL_HSC_E14.5_rep_2_STAR_RSEM_mm10_tagdir/)	chr	start	end	strand	Length	Copies	Annotation/Divergence	BM_HSC_rep_1/BM_HSC_rep_1.mm10.rsem/BM_HSC_rep_1_STAR_RSEM_mm10_tagdir/ FPKM	BM_HSC_rep_2/BM_HSC_rep_2.mm10.rsem/BM_HSC_rep_2_STAR_RSEM_mm10_tagdir/ FPKM	FL_HSC_E14.5_rep_1/FL_HSC_E14.5_rep_1.mm10.rsem/FL_HSC_E14.5_rep_1_STAR_RSEM_mm10_tagdir/ FPKM	FL_HSC_E14.5_rep_2/FL_HSC_E14.5_rep_2.mm10.rsem/FL_HSC_E14.5_rep_2_STAR_RSEM_mm10_tagdir/ FPKM
NM_001310750	chr9	21184101	21213248	+	4568.0	1	Pde4a|D9Ertd60e|Dpde2|-|9 A3|9 7.73 cM|protein-coding	6.594	3.849	2.066	4.958
NM_001007583	chr10	116986314	117025040	+	2707.0	1	Best3|Vmd2l3|mBest4|-|10|10 D2|protein-coding	0.000	0.000	0.000	0.000
NM_008239	chr13	31558170	31560974	+	2802.0	1	Foxq1|HFH-1|Hfh1|Hfh1l|sa|-|13 A3.2|13 13.46 cM|protein-coding	0.385	0.047	1.073	0.000
NM_025838	chr11	69070809	69073293	+	1032.0	1	Tmem107|1110004B13Rik|2810049P21Rik|-|11|11 B3|protein-coding	3.134	0.633	2.563	4.093
NM_134148	chr19	4164324	4175479	-	3956.0	1	Carns1|AI790298|Atpgd1|mKIAA1394|-|19|19 A|protein-coding	5.451	9.004	2.599	2.091
NM_001105191	chr7	10158652	10176286	-	2552.0	1	Vmn2r52|EG384534|-|7 A1|7|protein-coding	0.000	0.000	0.000	0.000
NM_175644	chr12	75411720	75416781	-	1609.0	1	Gphb5|OGH|Zlut1|-|12|12 C3|protein-coding	0.084	0.000	0.000	0.073
NM_176846	chr9	53301670	53381158	+	9593.0	1	Exph5|AC079869.22gm5|B130009M24Rik|E030050P12|Kiaa0624|Slac2b|slac2-b|-|9|9 A5.3|protein-coding	1.841	0.995	0.777	0.612
NM_027070	chr1	53158577	53187617	-	616.0	1	1700019A02Rik|-|-|1|1 C1.1|protein-coding	0.000	0.000	0.000	0.000
NM_031191	chr13	12996124	13005330	-	783.0	1	Prl2c2|Ghd2|MRP-1|PLF-1|Plf|Plf1|-|13 A1|13 5.18 cM|protein-coding	0.000	0.000	0.000	0.000
NM_007708	chr5	115845656	116006341	+	6847.0	1	Cit|C030025P15Rik|CRIK|CRIK-SK|Cit-k|-|5|5 F|protein-coding	3.327	2.806	11.204	10.463
NM_138746	chr13	34739642	34747622	+	1311.0	1	Fam50b|D0H6S2654E|X5L|XAP-5-like|-|13|13 A3.3|protein-coding	0.000	0.000	0.000	0.000
NM_001164558	chr4	115088708	115093894	+	819.0	1	Pdzk1ip1|0610007F13Rik|2700030M23Rik|AU046042|Map17|-|4|4 D1|protein-coding	104.664	135.510	49.332	42.195
NM_019776	chr6	28480348	28888832	+	3456.0	1	Snd1|AL033314|Tudor-SN|-|6|6 A3.3|protein-coding	32.486	35.933	35.472	40.931
NM_027843	chr3	69222419	69223618	+	1197.0	1	Arl14|9130014L17Rik|Arf7|-|3|3 E1|protein-coding	0.000	0.000	0.000	0.000
NM_018827	chr8	70493131	70504081	+	1660.0	1	Crlf1|CLF-1|CRLM-3|CRLM3|NR6|NR6.1|-|8 B3.3|8 34.15 cM|protein-coding	0.000	0.000	0.000	0.000
NM_146168	chr6	57752264	57825125	-	2879.0	1	Vopp1|AW146242|Ecop|-|6|6 B3|protein-coding	9.246	6.130	8.520	6.970
NM_053102	chr3	144570427	144597676	+	1502.0	1	Selenof|9430015P09Rik|Sep15|-|3|3 H2|protein-coding	14.582	12.968	31.062	23.906
NR_002455	chr7	45126603	45126668	-	65.0	1	Snord34|Rnu34|U34|-|7|7 B3|snoRNA	0.000	0.000	0.000	0.000
NM_011698	chr7	45367891	45370564	-	708.0	1	Lin7b|LIN-7B|MALS-2|Veli2|-|7|7 B3|protein-coding	1.142	0.000	0.000	0.000
NM_001159967	chr1	156804166	156939626	-	6893.0	1	Ralgps2|1810020P17Rik|2210408F11Rik|4921528G01Rik|9130014M22Rik|AU043409|AW046161|-|1|1 G3|protein-coding	9.170	12.042	9.359	11.338
NM_145506	chr1	119545033	119649000	-	6483.0	1	Epb41l5|1700030C16Rik|AL022914|BE37|E230025E14Rik|Epb4.1l5|Lulu1|NBL5|-|1|1 E2.3|protein-coding	3.773	3.660	2.921	3.168
NM_001177581	chr1	162647243	162658219	-	735.0	1	7420461P10Rik|ENSMUSG00000073516|-|1 H2.1|1|protein-coding	0.000	0.000	0.000	0.000
NM_001033277	chr15	102116528	102136215	-	2424.0	1	Spryd3|BC008150|-|15|15 F2|protein-coding	1.112	7.226	3.795	2.808
NM_009160	chr14	41172212	41185198	-	1316.0	1	Sftpd|AI573415|SP-D|Sfpd|Sftp4|-|14 B|14 22.36 cM|protein-coding	0.000	0.000	0.000	0.000
NR_029790	chr9	41531425	41531504	+	79.0	1	Mir100|Mirn100|mir-100|mmu-mir-100|-|9|9 A5.1|ncRNA	0.000	0.000	0.000	0.000
NM_010324	chr19	43499753	43524605	-	2046.0	1	Got1|AI789014|Got-1|cAspAT|cCAT|-|19 C3|19 36.67 cM|protein-coding	5.863	7.986	11.137	12.274
NM_001113181	chr9	4478263	4796234	-	2325.0	1	Gria4|GluA4|GluR-D|Glur-4|Glur4|Gluralpha4|spkw1|-|9 A1|9 2.46 cM|protein-coding	0.000	0.000	0.052	0.252
NM_001111318	chr8	47822143	47822805	+	661.0	1	Cldn24|ENSMUSG00000061974|Gm10107|-|8|8 B1.1|protein-coding	0.000	0.593	0.182	0.178
NM_008957	chr13	63508328	63565735	-	7280.0	1	Ptch1|A230106A15Rik|Ptc|Ptc1|Ptch|mes|-|13 B3|13 32.8 cM|protein-coding	8.016	11.815	12.181	11.331
NM_019683	chr9	14780198	14782964	-	1760.0	1	Ankrd49|AW060934|C86108|Gbif|-|9|9 A2|protein-coding	11.793	17.677	14.655	14.701
NR_105833	chr11	68220892	68221011	+	119.0	1	Mir6406|Gm27981|mmu-mir-6406|-|11|11 B3|ncRNA	0.000	0.000	0.000	0.000
NM_027909	chr9	44309237	44320282	-	4318.0	1	C2cd2l|1300006O23Rik|Tmem24|-|9|9 A5.2|protein-coding	1.451	1.271	1.587	2.188
NM_178662	chr10	81204513	81230779	-	3662.0	1	Atcay|3322401A10Rik|BB077577|BNIP-H|CLAC|hes|ji|-|10 C1|10 39.72 cM|protein-coding	0.000	0.000	0.000	0.000
NR_040405	chr3	143670892	143712143	-	918.0	1	Gm6260|EG621809|-|3|3 H1|ncRNA	0.000	0.000	0.000	0.000
NM_001081298	chr3	148815586	148954635	-	6027.0	1	Adgrl2|AI450192|CIRL-2|Gm619|Lec1|Lphh1|Lphn2|mKIAA0786|-|3|3 H3|protein-coding	10.343	11.419	5.247	5.636
NM_001081177	chr14	64652531	64806296	+	5562.0	1	Kif13b|5330429L19Rik|6030414C01|AI429803|C130021D12Rik|GAKIN|-|14|14 D1|protein-coding	6.046	7.086	3.924	4.093
NM_015762	chr10	82859206	82897724	+	3294.0	1	Txnrd1|TR|TR1|TrxR1|-|10|10 C1|protein-coding	15.998	21.926	23.783	33.041
NM_181316	chr9	22475715	22888280	+	3358.0	1	Bbs9|E130103I17Rik|-|9|9 A3|protein-coding	7.767	3.270	5.640	6.028
NR_030711	chr11	75461539	75466690	+	1763.0	1	Mir22hg|2210403K04Rik|mir-22|-|11|11 B5|ncRNA	0.000	0.000	0.000	0.000
NR_037268	chr17	51277988	51613053	+	55.0	1	Mir669a-12|mmu-mir-669a-12|-|2 A1|2 8.22 cM|ncRNA	0.000	0.000	0.000	0.000
NM_001081080	chr1	30802342	30863256	-	7544.0	1	Phf3|2310061N19Rik|mKIAA0244|-|1|1 A5|protein-coding	36.205	30.766	24.012	23.386
NM_028303	chrX	100622906	100625907	-	1006.0	1	Pdzd11|1810012H22Rik|2310079D11Rik|2700099C19Rik|AI854765|Pdzk11|-|X|X C3|protein-coding	18.690	23.065	20.380	15.222
NM_133893	chr5	120914818	120921647	+	1726.0	1	Oas1d|AA536864|C85127|oasl8|-|5 F|5 60.87 cM|protein-coding	0.000	0.000	0.000	0.000
NM_001253856	chr4	155469114	155470858	+	943.0	1	Tmem52|2310043I08Rik|-|4|4 E2|protein-coding	1.000	0.000	0.000	0.000
NM_027642	chrX	52912214	52956961	+	4408.0	1	Phf6|2700007B13Rik|4931428F02Rik|mKIAA1823|-|X|X A5|protein-coding	9.051	9.727	14.922	19.846
NM_026443	chr11	4091481	4095431	-	1390.0	1	Mtfp1|1700020C11Rik|2610507A21Rik|AV005788|Mtp18|-|11|11 A1|protein-coding	0.000	2.069	1.471	2.026
NM_001290678	chr11	31870940	31935635	+	7556.0	1	Cpeb4|Cpe-bp4|Cpeb-4|mCPEB-4|-|11|11 A4|protein-coding	3.755	4.048	3.262	3.518
NR_131748	chr1	192854928	192856855	+	990.0	1	Gm15867|OTTMUSG00000027054|-|1 H6|1 97.55 cM|ncRNA	0.000	0.000	0.000	0.000
NR_136890	chr12	86726307	86727577	+	337.0	1	Gm32755|-|-|12 D2|12|ncRNA	0.000	0.000	0.000	0.000
NM_173382	chr3	53463817	53481755	+	4306.0	1	Proser1|2810046L04Rik|9330161F11|-|3|3 C|protein-coding	11.299	13.039	13.432	14.975
NM_178417	chr11	59461197	59472474	-	3406.0	1	Zfp867|-|-|11|11 B1.3|protein-coding	2.651	4.759	0.671	1.102
NM_001301164	chr8	104534700	104550343	+	1934.0	1	Car7|AV343731|Ca7|-|8|8 D3|protein-coding	0.418	0.270	0.311	0.061
NR_105822	chr8	128278148	128278225	-	77.0	1	Mir21c|Gm28013|mmu-mir-21c|-|8|8 E2|ncRNA	0.000	0.000	0.000	0.000
NM_001081661	chrX	114907582	114908510	+	739.0	1	Ube2dnl2|4930524E20Rik|-|X|X E1|protein-coding	0.000	0.000	0.000	0.000
NM_019476	chr4	43770050	43771009	-	958.0	1	Olfr159|MOR262-5|Olfr37e|mOR37e|-|4|4 B1|protein-coding	0.000	0.000	0.000	0.000
NR_015508	chrX	103493558	103506425	+	3799.0	1	Jpx|2010000I03Rik|2510040I06Rik|Enox|-|X D|X 46.17 cM|ncRNA	4.115	6.125	5.761	6.255
NM_001190356	chr17	88125512	88131116	+	482.0	1	Gm4832|EG225058|-|17|17 E4|protein-coding	0.000	0.000	0.000	0.000
NM_001136181	chr18	80229756	80247102	-	1246.0	1	Hsbp1l1|1810005K13Rik|-|18|18 E3|protein-coding	0.757	0.105	0.000	0.094
NM_001326682	chrY	1097144	1245759	-	5217.0	1	Uty|Hydb|mKIAA4057|-|Y|Y A1|protein-coding	8.203	6.101	1.844	1.338
NR_030674	chr7	127232418	127233130	-	712.0	1	Gm4532|-|-|7|7 F3|ncRNA	0.757	4.957	3.209	1.154
NM_001034863	chr9	43108653	43116570	-	3495.0	1	Tmem136|AA396355|Gm184|-|9|9 A5.1|protein-coding	0.193	1.571	0.138	0.604
NM_183193	chr7	135410367	135413615	+	2587.0	1	Foxi2|B130055A05Rik|-|7|7 F3|protein-coding	0.000	0.000	0.000	0.000
NM_010368	chr5	129989021	130002828	-	2442.0	1	Gusb|AI747421|Gur|Gus|Gus-r|Gus-s|Gus-t|Gus-u|Gut|asd|g|-|5 G1.3|5 68.32 cM|protein-coding	18.186	16.407	27.279	23.570
NR_015501	chr13	91701665	91741872	-	2826.0	1	4833422C13Rik|-|-|13 C3|13|ncRNA	3.744	3.307	4.638	4.028
NR_040509	chr2	171956879	171962799	-	850.0	1	1700028P15Rik|-|-|2|2 H3|ncRNA	0.000	0.000	0.000	0.000
NM_198101	chr8	69808687	69821870	+	3902.0	1	Gmip|5031419I10Rik|-|8|8 B3.3|protein-coding	8.065	7.906	9.892	8.917
NM_001033141	chr18	35713089	35721491	-	1100.0	1	Ecscr|1110006O17Rik|ARIA|-|18|18 B2|protein-coding	11.640	6.239	10.986	24.962
NR_040290	chr1	36714538	36757960	+	1118.0	1	4933424G06Rik|1700104I15Rik|-|1|1 B|ncRNA	0.000	0.000	0.000	0.105
NM_001034856	chrX	38038199	38043114	-	1187.0	1	Btg1-ps2|4930430D24Rik|-|X|X A3.3|protein-coding	0.000	0.000	0.000	0.000
NM_020597	chr14	32142023	32158326	+	515.0	1	Msmb|PIP|PSP94|beta-MSP|-|14|14 B|protein-coding	0.000	0.000	0.000	0.000
NM_001042714	chr13	96416134	96471160	-	3299.0	1	Ankdd1b|9330128J19Rik|-|13|13 D1|protein-coding	1.634	0.158	0.656	0.996
NM_010308	chr8	93810838	93969388	+	2937.0	1	Gnao1|AW050213|Galphao|Gnao|alphaO|-|8 C5|8 45.94 cM|protein-coding	0.092	1.001	0.041	0.519
NM_001039698	chrX	37646501	37651327	-	972.0	1	Rhox4g|Rhox4.6|Rhox4.7|Rhox4f|-|X|X A3.3|protein-coding	0.000	0.000	0.000	0.000
NM_001243943	chrX	38013908	38018815	-	818.0	1	Btg1-ps1|4930525M21Rik|-|X|X A3.3|protein-coding	0.000	0.000	0.000	0.000
NM_029264	chr4	156034837	156050817	-	2290.0	1	Ttll10|4833412E22Rik|4930595O22Rik|AU022799|BC042775|Ttll5|-|4|4 E2|protein-coding	0.971	0.000	0.000	0.000
NM_207147	chr10	129856520	129857452	+	931.0	1	Olfr813|MOR108-3|-|10|10 D3|protein-coding	0.000	0.000	0.000	0.000
NR_035457	chr12	102684928	102685020	-	92.0	1	Mir1936|mir-1936|mmu-mir-1936|-|12 E|12 52.0 cM|ncRNA	0.000	0.000	0.000	0.000
NM_153143	chr11	69878264	69880985	-	2719.0	1	Kctd11|AF465352|Ren|-|11|11 B3|protein-coding	2.206	4.567	1.592	1.920
NM_009322	chr2	61804453	61814113	+	3968.0	1	Tbr1|-|-|2 C1.3|2 35.56 cM|protein-coding	0.000	0.000	0.000	0.000
NM_001290523	chrX	164936171	164980375	-	2468.0	1	Mospd2|2410013I23Rik|-|X|X F5|protein-coding	7.809	5.614	3.752	4.636
NM_024286	chr10	45289305	45318450	+	1845.0	1	Popdc3|AA682104|Pop3|-|10 B2|10 23.35 cM|protein-coding	0.000	0.000	0.000	0.000
NM_146735	chr7	108103311	108104258	+	946.0	1	Olfr483|MOR204-12|-|7|7 E3|protein-coding	0.000	0.000	0.000	0.000
NM_146632	chr17	37623668	37624633	-	964.0	1	Olfr116|MOR218-2|-|17|17 B1|protein-coding	0.000	0.000	0.000	0.000
NM_153558	chr2	25700074	25703326	+	705.0	1	Obp2a|BC027556|Lcn13|-|2|2 A3|protein-coding	0.000	0.000	0.000	0.000
NM_146107	chr1	36699202	36709925	-	2064.0	1	Actr1b|2310066K23Rik|AA960180|AI851923|Arp1b|-|1|1 B|protein-coding	22.398	24.890	30.498	32.832
NM_028544	chr7	45627537	45639092	+	3138.0	1	Rasip1|1110025D03Rik|2610025P08Rik|AI853551|Rain|-|7|7 B3|protein-coding	2.663	1.416	6.342	4.712
NR_144294	chr6	148944857	148947129	+	1755.0	1	3010003L21Rik|-|-|6|6 G3|ncRNA	1.766	0.484	2.706	2.975
NM_199067	chr8	21823539	21831296	+	369.0	1	Defb50|AY387658|BD-50|Defb37|Pbd1|mBD-50|-|8|8 A2|protein-coding	0.000	0.000	0.000	0.000
NM_175663	chr13	23933725	23934156	-	430.0	1	Hist1h2ba|Th2b|-|13|13 A3.1|protein-coding	2.508	0.912	2.796	4.366
NM_145939	chr16	20605458	20610749	-	1414.0	1	Alg3|D16Ertd36e|not|-|16 B1|16 12.48 cM|protein-coding	6.196	3.698	10.077	17.220
NM_015730	chr2	181022311	181039177	-	4429.0	1	Chrna4|Acra-4|Acra4|EBN1|ENFL1|-|2 H4|2 103.54 cM|protein-coding	0.000	0.000	0.000	0.000
NM_010515	chr17	12682406	12769706	-	8879.0	1	Igf2r|AI661837|CD222|CI-MPR|M6P/IGF2R|Mpr300|-|17 A1|17 8.64 cM|protein-coding	10.869	10.806	13.292	16.963
NM_023707	chr6	40964772	40968427	+	849.0	1	1810009J06Rik|-|-|6|6 B1|protein-coding	0.000	0.000	0.000	0.000
NM_007876	chr8	123186235	123201813	+	2231.0	1	Dpep1|AI327012|MBD|-|8 E1|8 72.08 cM|protein-coding	0.000	0.000	0.000	0.000
NM_023871	chr2	30061996	30072577	+	2671.0	1	Set|2610030F17Rik|5730420M11Rik|AA407739|I-2PP2A|StF-IT-1|TAF-I|-|2|2 B|protein-coding	50.158	51.045	101.045	111.786
NM_001281527	chr5	26257762	26262188	+	798.0	1	Gm7361|-|-|5|5 B1|protein-coding	0.000	0.000	0.000	0.000
NM_001291111	chr2	155563181	155592810	-	1814.0	1	Gss|AI314904|GS-A/GS-B|GSH-S|-|2|2 H1|protein-coding	8.693	4.396	9.678	11.935
NM_028150	chr5	31514569	31526762	-	2670.0	1	Supt7l|2610524B01Rik|6030455L14Rik|-|5|5 B1|protein-coding	13.655	17.136	15.042	16.613
NM_001177583	chr17	40598594	40602617	+	547.0	1	Esp4|Gm20580|-|17 B2|17 19.54 cM|protein-coding	0.000	0.000	0.000	0.000
NM_007850	chr8	21287409	21288377	+	406.0	1	Defa3|Defa27|Defcr-3|Defcr3|-|8|8 A2|protein-coding	0.000	0.000	0.000	0.000
NR_028574	chr3	123507552	123508336	-	784.0	1	Snhg8|1110065M07Rik|2010109N14Rik|-|3|3 G1|ncRNA	16.933	18.758	14.724	15.416
NM_001038697	chrX	9063090	9063822	+	730.0	1	Fthl17f|EG434729|Fthl17L5|Gm5635|-|X A1.1|X|protein-coding	0.000	0.000	0.000	0.000
NM_177776	chr11	72390114	72411713	-	2614.0	1	Smtnl2|D130058I21Rik|-|11|11 B4|protein-coding	0.567	0.325	0.736	0.628
NM_178149	chr11	3330731	3342971	+	2235.0	1	Pik3ip1|1500004A08Rik|5830455E04Rik|Crkd|Hgfl|-|11|11 A1|protein-coding	52.404	43.106	14.338	14.018
NM_009241	chr6	24791188	24801048	+	2101.0	1	Spam1|AV039194|Ph-20|-|6 A3.1|6 11.28 cM|protein-coding	0.000	0.000	0.000	0.000
NM_001024841	chr3	95236920	95241109	-	1466.0	1	Gm128|Ment|pmis1|-|3|3 F2.1|protein-coding	1.655	0.758	1.148	1.401
NM_001281487	chr13	113035379	113091135	+	1547.0	1	Cdc20b|EG238896|EG622422|-|13|13 D2.2|protein-coding	0.000	0.000	0.000	0.000
NM_207547	chr7	22133776	22134741	-	964.0	2	Vmn1r93|V1rd21|-|7|7 A3|protein-coding	0.000	0.000	0.000	0.000
NR_105764	chr1	118954220	118954299	+	79.0	1	Mir6346|Gm27829|mmu-mir-6346|-|1|1 E2.3|ncRNA	0.000	0.000	0.000	0.000
NM_032400	chr3	60081869	60087566	+	1567.0	1	Sucnr1|Gpr91|-|3|3 D|protein-coding	0.000	0.000	0.000	0.000
NM_030225	chr12	85110833	85134091	+	2750.0	1	Dlst|1600017E01Rik|4632413C10Rik|4930529O08Rik|DLTS|-|12|12 D1|protein-coding	15.634	20.202	27.569	31.427
NM_010855	chr11	67237812	67260447	+	5995.0	1	Myh4|AI506973|MHC2B|MM|MYH-2B|Minimsc|Minmus|MyHC-IIb|Myhsf|-|11 B3|11 40.59 cM|protein-coding	0.000	0.000	0.000	0.000
NM_206816	chr17	37923568	37924494	+	925.0	1	Olfr128|GA_x5J8B7TWBT8-615-998|GA_x5J8B7W5KGR-591839-591418|GA_x6K02T2PSCP-2374126-2375048|MOR218-13|-|17|17 B1|protein-coding	0.000	0.000	0.000	0.000
NM_029714	chr7	29697219	29727015	-	3926.0	1	Catsperg2|1700067C01Rik|CATSPERG|-|7|7 B1|protein-coding	0.360	0.100	0.123	0.120
NM_024414	chr7	127806844	127824531	-	1562.0	1	Stx1b|Stx1b2|Stx1bl|Syn1b|-|7|7 F3|protein-coding	5.781	2.804	0.770	3.230
NM_001104648	chr7	12693998	12733105	-	2333.0	1	Vmn2r56|EG629079|-|7 A1|7|protein-coding	0.000	0.000	0.000	0.000
NM_029741	chr7	45339126	45367019	-	4834.0	1	Ppfia3|2410127E16Rik|-|7|7 B3|protein-coding	0.000	0.000	0.025	0.000
NM_019435	chrX	20615326	20617564	-	848.0	1	Ndufb11|D5Bwg0566e|D5Bwg0577e|NP15.6|Np15|-|X|X A1.3|protein-coding	24.159	26.206	32.188	36.808
NM_001331135	chr19	55741810	55933655	+	4095.0	1	Tcf7l2|TCF4B|TCF4E|Tcf-4|Tcf4|-|19 D2|19 51.59 cM|protein-coding	15.716	13.743	8.839	15.818
NM_001033042	chr13	74359582	74364000	-	2742.0	1	Lrrc14b|AI595366|-|13|13 C1|protein-coding	2.163	0.787	1.710	1.455
NM_133766	chr15	65787041	65873812	+	5185.0	1	Efr3a|A130089M23Rik|BB071175|C76891|C920006C10Rik|D030063F01Rik|mKIAA0143|-|15|15 D1|protein-coding	12.438	14.824	9.288	11.723
NR_040756	chr9	92979916	93005733	-	613.0	1	1700034K08Rik|-|-|9|9 E3.3|ncRNA	0.000	0.000	0.000	0.000
NM_010497	chr1	65158616	65179142	-	2252.0	1	Idh1|AI314845|AI788952|E030024J03Rik|Id-1|Idh-1|Idpc|-|1 C2|1 32.91 cM|protein-coding	7.122	5.863	6.461	6.305
NM_011516	chr3	102818499	102936100	-	3402.0	1	Sycp1|SCP1|-|3|3 F2.2|protein-coding	0.000	0.000	0.000	0.000
NM_138607	chrX	74313033	74320149	+	1368.0	1	Fam50a|D0HXS9928E|XAP-5|-|X|X A7.3|protein-coding	9.951	10.320	7.076	11.537
NM_033622	chr8	10006633	10035999	+	1689.0	1	Tnfsf13b|BAFF|BLyS|D8Ertd387e|TALL-1|TALL1|THANK|TNFSF20|Tnlg7a|zTNF4|-|8 A1.1|8 4.55 cM|protein-coding	0.000	0.000	0.000	0.069
NM_010108	chr3	89314951	89322879	-	1218.0	1	Efna3|AW494418|EFL-2|Ehk1-L|Epl3|LERK-3|-|3 F1|3 39.06 cM|protein-coding	0.277	0.215	0.296	1.108
NR_045624	chr14	118365878	118398165	+	887.0	1	1700044C05Rik|-|-|14|14 E4|ncRNA	0.000	0.000	0.000	0.000
NM_025338	chr4	155831269	155833098	+	1203.0	1	Aurkaip1|0610033H09Rik|Aip|Akip|MRP-S38|-|4 E2|4 87.55 cM|protein-coding	14.509	6.900	10.545	13.266
NM_001039198	chr14	55061659	55092048	-	8712.0	1	Zfhx2|ZFH-5|-|14|14 C3|protein-coding	11.564	8.898	8.571	9.294
NM_029269	chr1	88407010	88426438	+	869.0	1	Spp2|0610038O04Rik|pp-24|spp24|-|1|1 D|protein-coding	0.000	0.000	0.000	0.000
NM_026206	chr13	27773495	27780804	-	1008.0	1	Prl7c1|1600017N11Rik|Ghd20|PLP-O|Prlpo|Prplo|-|13|13 A3.1|protein-coding	0.000	0.000	0.000	0.000
NM_007763	chr12	113152012	113153879	+	440.0	1	Crip1|CRHP|CRP1|Crip|-|12 F1|12 61.59 cM|protein-coding	33.389	10.547	19.267	19.735
NM_011132	chr5	110286319	110337453	+	7078.0	1	Pole|-|-|5 F|5 53.45 cM|protein-coding	9.093	11.451	23.495	25.863
NM_026486	chr5	124598749	124627738	+	2712.0	1	Tctn2|4432405B04Rik|Tect2|-|5|5 F|protein-coding	1.789	0.627	4.390	4.651
NM_212442	chr7	119760923	119784891	+	2538.0	1	Acsm3|Sa|Sah|-|7|7 F2|protein-coding	0.611	0.309	0.379	0.347
NM_001167669	chr11	70663769	70669416	-	1122.0	1	Spag7|5730443G10|ACRP|FSA-1|Fsa1l|-|11 B3|11 43.21 cM|protein-coding	7.448	11.826	11.146	9.674
NM_178708	chr8	13077525	13105343	-	2392.0	1	Pcid2|A730042J05Rik|-|8|8 A1.1|protein-coding	5.071	2.924	12.040	11.553
NM_030257	chr13	81657806	81671890	+	3121.0	1	Lysmd3|1110030H10Rik|BC003322|-|13|13 C3|protein-coding	4.211	4.042	3.679	3.177
NR_045908	chr13	111211469	111229431	-	935.0	1	3110015C05Rik|-|-|13|13 D2.2|ncRNA	0.000	0.000	0.000	0.000
NM_177406	chr4	115299046	115332815	+	2408.0	1	Cyp4a12a|BC025936|Cyp4a12|-|4 D1|4 52.91 cM|protein-coding	0.000	0.000	0.000	0.000
NM_198957	chr4	12089370	12096271	+	3420.0	1	Rbm12b2|AV299215|C430048L16Rik|Rbm12bb|-|4|4 A1|protein-coding	21.971	23.736	14.556	15.749
NM_019958	chr10	5825664	5922400	-	8113.0	1	Rgs17|6430507P11Rik|Rgsz2|-|10|10 A1|protein-coding	0.000	0.000	0.000	0.000
NM_009955	chr14	66802864	66868600	-	4416.0	1	Dpysl2|AI851130|Crmp2|DRP2|Musunc33|TOAD-64|Ulip2|-|14 D1|14 34.6 cM|protein-coding	8.927	5.462	9.721	12.994
NM_146436	chr2	85590510	85591521	+	1009.0	1	Olfr998|MOR175-5|-|2|2 D|protein-coding	0.000	0.000	0.000	0.000
NM_030233	chr7	46686108	46710651	-	4685.0	1	Saal1|5031425D22Rik|SPACIA1|-|7|7 B3|protein-coding	4.761	2.009	3.452	4.621
NM_001104616	chr9	52047150	52088738	+	4141.0	1	Rdx|AA516625|-|9|9 A5.3|protein-coding	31.946	28.300	32.276	35.010
NR_105968	chr2	114150516	114150570	-	54.0	1	Mir7002|Gm27429|mmu-mir-7002|-|2|2 E4|ncRNA	0.000	0.000	0.000	0.000
NM_001167748	chr3	29082577	29691056	+	2504.0	1	Egfem1|6130401L20Rik|Efcab11|-|3|3 A3|protein-coding	0.000	0.000	0.000	0.000
NM_028554	chrX	86044199	86047313	+	1043.0	1	Samt3|1700072E05Rik|-|X|X C1|protein-coding	0.000	0.000	0.000	0.000
NM_178376	chr4	86575673	86577283	+	1608.0	1	Rraga|1300010C19Rik|AI255374|FIP-1|RAGA|-|4|4 C4|protein-coding	10.561	6.666	12.339	11.749
NM_026278	chr8	46010602	46029476	+	3409.0	1	Lrp2bp|1700113N17Rik|2310006J04Rik|4930479L12Rik|MegBP|-|8|8 B1.1|protein-coding	0.237	0.038	0.282	0.034
NR_040411	chr3	36515057	36521445	-	2458.0	1	Gm11549|OTTMUSG00000002111|-|3 B|3 17.48 cM|ncRNA	0.000	0.000	0.000	0.000
NM_028209	chr4	106661808	106678944	-	2557.0	1	Ttc4|2810002P21Rik|AF007005|L62|-|4|4 C7|protein-coding	11.570	6.953	9.123	11.840
NM_172565	chr11	100462612	100472782	-	2432.0	1	Klhl11|BC011167|-|11|11 D|protein-coding	5.985	4.354	9.345	6.369
NM_133934	chr6	87818448	87838759	-	1606.0	1	Isy1|5830446M03Rik|AI181014|AU020769|-|6|6 D1|protein-coding	20.897	17.744	23.323	23.966
NM_001167936	chr4	108181934	108217922	-	2280.0	1	Zyg11a|BC022150|-|4|4 C7|protein-coding	0.000	0.000	0.000	0.000
NM_001164424	chr18	80256226	80275146	+	3243.0	1	Pqlc1|2310009N05Rik|4933425L21Rik|5730564E11Rik|C78974|-|18|18 E3|protein-coding	12.364	13.080	10.160	10.529
